,sentence,predict
11739,입주하는 사항하고는 관계가 없습니다.,0.0
16153,서울 지역미식을 즐기는 비대면 레스토랑 위크와 위로의 음식으로 마음까지 나누는 컴포트푸드 위크 두가지 테마로 풍성하게 열릴 예정입니다.,0.0
7390, 20만원 큰 재정도 아니겠지만 느낌이 이상하네요 좀. 제가 지금까지 대출을 받은거 다 아시겠지만 받으면은 제외하거나 빼서 들어오지.,1.0
10252, 고객님 본인명의세요? 예 예 수납 담당자님 은행 은행 계좌 식별숫자는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요?,1.0
6191, 다른사람한테 피해주지 마시구요 그러다 벌받아요 무슨소리하시는거죠? 지금 그 은행 로그인 계정 제가 신고 해놨거든요?,1.0
418, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 주민등록증도 접수도 안 해줬는데 그냥 입출금 은행 계좌 식별숫자만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
8305,간단한 본인검토 이후 안내해드리겠습니다.,0.0
6901,"10다만화폐 단위씩 3해을 저금하때면 720단지원화+이자, 3해을 저금하시각면 1080다만돈+이자금액이 됩니다.",0.0
6765, 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 음성 기록를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요 음 돈 돈 입금 바로 되고요? 그렇죠.,1.0
9990,구청에서 분실처리다음에 폐지처리 하실것에요.,0.0
3196, 네 입출금 계정에 금액을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
6091, 사무실 좀 알아보시고 연락을 주세요 아 금액을 그렇게 먼저 넣는거 처음인데 대출 받아면서 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요,1.0
6940, 사장님께서 혹시 안쓰시는 입출금 은행 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 전화숫자 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
8831, 아 아. 왜냐면 솔직히 이게 보이스보이스사기 같기도 하고 20만원 큰 자본도 아니겠지만 느낌이 이상하네요,1.0
16324,청년들의 규칙적인 저축습관을 보조합니다.,0.0
4842, 수납 담당자님 아이디 연락처는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요? 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요,1.0
679,코로나로 인한사항라 지켜봐야해요.,0.0
4411,온라인으로도 요청이 할 수 있음합니다.,0.0
6942, 음 돈 입금하기 바로 되고요? 그렇죠. 당일로도 가능하시고 다만 위임 처리하실 경우에는 이제 뭐 수수료는 저희가 대신 내드리지만 위임 처리 비용이 따로 발생이 되세요 얼마정도요?,1.0
6045, 아 뭐 통장 전화전화번호는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠? 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 ID도 접수도 안 해줬는데 그냥 로그인 계정 연락처만 여쭤보면 뭐합니까?,1.0
5250, 20만원 큰 재정도 아니겠지만 느낌이 이상하네요 좀. 제가 지금까지 대출을 받은거 다 아시겠지만 받으면은 제외하거나 빼서 들어오지.,1.0
8308,은행내방이나 은행웹사이트에서 납부하기가능성 있음하십니다,0.0
5245, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 주민등록증도 접수도 안 해줬는데 그냥 은행 계정 식별숫자만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
10295,사망이후 1개월 이내에 하셔야합니다.,0.0
3219,조건에 맞으면 가능성 있음합니다,0.0
5048, 느낌이 완전 보이스 피싱 공격 공격 이상한게 아니라 지금 자격 요건이 안 되시잖아요 화폐을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요,1.0
6825, 아 뭐 통장 숫자는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠? 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 주민등록증도 접수도 안 해줬는데 그냥 입출금 은행 계좌 식별연락처만 여쭤보면 뭐합니까?,1.0
12337,발언하신 대로 강남구에서는 주택가 주차난 해소를 위해 '건축물 부설주차장 개방 공유사업'을 추진 가운데입니다.,0.0
10822,공공보건 포털 접속나중에 공인인증서 로그인하면 보실 수 있습니다,0.0
3261, 사장님께서 혹시 안쓰시는 은행 입출금 계좌가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 전화숫자 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
1590,연말정산은 매년 2개월에 실시합니다.,0.0
1274, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 주민등록증도 접수도 안 해줬는데 그냥 입출금 은행 계정 식별전화번호만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
1229,예약방법은 서울 지역 공공서비스예약 사이트에서 예약하실 수 있습니다. ,0.0
1787,자산취득날로부터 60날까지 입니다.,0.0
9115, 아 지금은 좀 연락이 이제 가능하신 건가요? 아네네 대리님 그 남의 자본 드시니까 좋으세요? 네 무슨말씀이시죠? 아..제가 보니까 제게 상환이 다 안되있더라구요,1.0
9027, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 아이디가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 식별연락처 알게 되셨죠?,1.0
16183,월요일부터 토요일까지인며 1회차는 10때 2호차는 오후2시간 3회차는 오후 4시기입니다.,0.0
2091,"네, 세대주의 신분증과 도장, 대리인의 신분증이 필수합니다",0.0
4614, 아 뭐 통장 전화전화번호는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠? 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 ID도 접수도 안 해줬는데 그냥 은행 아이디 연락처만 여쭤보면 뭐합니까?,1.0
2211,선정대리인이 지정되는데에 접수업무로부터 7날짜정도가 소요됩니다. ,0.0
942, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 로그인 계정 한번 부탁 드릴게요 농협이요?,1.0
6287,20연간 상반기는 마감되었으니 참조하세요 ,0.0
10376, 네 사용자 계정에 화폐을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
467,네 다음주 월요일부터 수업 시작하는걸로 가입 신청해 드릴게요.,0.0
3162, 네 사기 행위 범죄 행위치지 마시고요 다른사람한테 피해주지 마시구요 그러다 벌받아요,1.0
7975, 아 아. 왜냐면 솔직히 이게 보이스보이스속임수 같기도 하고 20만원 큰 자본도 아니겠지만 느낌이 이상하네요,1.0
4963, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 ID도 접수도 안 해줬는데 그냥 입출금 은행 계정 숫자만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
11937,네~~시민신청상에 함께 거주하는 사물으로 검토이 되면 두 부분 소득을 합산하여 계산하셔야 합니다.,0.0
6092, 아 아. 왜냐면 솔직히 이게 보이스보이스사기 같기도 하고 20만원 큰 금액도 아니겠지만 느낌이 이상하네요,1.0
7834,"장애등급 1~3급, 시각장애인의 경우의 수 4급의 장애인의 차량을 감면해드리고 있습니다.",0.0
8193,"자동차세는 연세액을 2회로 분할하여 6월간과 12개월에 각각 부과됩니다. 연세액이 10다만돈 미만인 경형 승용차, 승합차, 화물자동차의 사례 매년 6달에 연세액이 한꺼번에 부과됩니다.",0.0
82, 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 통신 녹음를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요 음 예금 바로 되고요? 그렇죠.,1.0
3131,지자체 온라인 페이지에서 가능성 있음합니다.,0.0
1559, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 입출금 은행 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 숫자 알게 되셨죠?,1.0
1311, 고객님 연락이 너무 안되셔가지고 지금 아 네 제가 너무 바빠서요 아 지금은 좀 연락이 이제 가능하신 건가요? 아네네 대리님 그 남의 금액 드시니까 좋으세요?,1.0
10475, 다른거 필요한 건 없나요? 뭐 추가적인 접수는 없으세요 아 뭐 통장 전화전화번호는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠?,1.0
7196, 수납 담당자님 사용자 ID 연락처는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요? 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요,1.0
646, 어디에 상환하신거... 수요일에 상환하신..아닌데 잠시만요 목요일날 상환하신거 말씀하신거죠? 네 그게 지금 고객센터로 넘어가는게 좀 서류가 늦게 들어가서 확인이 안되실수도 있으세요,1.0
5396,"주소, 주민등록번호가 없는 경우에 따라는 인정되지 않습니다. ",0.0
7322, 아 그렇게는 안되구요. 그러면은 저희가 이제 따로 수납 처리 안 받고 공증을 직접 하시는 걸로 처리를 할 테니깐요. 사무실 좀 알아보시고 연락을 주세요 아 돈을 그렇게 먼저 넣는거 처음인데 대출 받아면서,1.0
736, 아 예 예 어떻게 가진행 결과 안내차 오늘 아침에 전화 드린다고 제가 얘기를 했었는데 어떻게 통화는 괜찮으세요? 아 네 일단 최대한도는 고객님 신청하신 최대 한도는 3천만원까지 가능하시고요,1.0
9752, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 사용자 계정 한번 부탁 드릴게요 농협이요? 네 예.,1.0
4388, 다른거 필요한 건 없나요? 뭐 추가적인 접수는 없으세요 아 뭐 통장 전화식별번호는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠?,1.0
4228, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 계정 한번 부탁 드릴게요 농협이요?,1.0
4723, 아 지금은 좀 연락이 이제 가능하신 건가요? 아네네 대리님 그 남의 재정 드시니까 좋으세요? 네 무슨말씀이시죠? 아..제가 보니까 제게 상환이 다 안되있더라구요,1.0
9374, 사용하시는 휴대 전화 식별전화번호 통신사는 어떻게 되세요? SKT요 본인 명의세요? 예,1.0
4942, 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요 아... 자본은 만약에 하면 어떻게 받는거에요?,1.0
3618,문의사항해주셔서 고마움합니다.,0.0
6751, 사장님께서 혹시 안쓰시는 은행 은행 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 연락처 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
1205, 서류 접수가 언제 가능하신데요? 사진 찍어서 보내주면 안되요? 바로 찍어서 보내주셔도 되는데 지금 바로 가능하세요? 예,1.0
8315,이번 3차 추경을 진행하며 심사 뒤에 지급될 전망으로 보입니다. ,0.0
8968,네 신고서 제출가능성 있음합니다. 다만 일정기간은 계도기간을 가지기 때문에 과태료 부과 등등 행정처분은 진행되지 않습니다. ,0.0
4778, 사장님께서 혹시 안쓰시는 은행 은행 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 전화숫자 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
5388,가까운 주민들중심를 활용하시각면 됩니다. ,0.0
5071, 아 아. 왜냐면 솔직히 이게 보이스피싱 공격 공격 같기도 하고 20만원 큰 자본도 아니겠지만 느낌이 이상하네요,1.0
1888, 다른사람한테 피해주지 마시구요 그러다 벌받아요 무슨소리하시는거죠? 지금 그 은행 입출금 계좌 제가 신고 해놨거든요?,1.0
13866,저도 고마움합니다. 다음에 또 문의 해 주세요.,0.0
5286, 그럼? 됐습니다 그럼 공증을 지금 저희가 해드릴 수 있는 담보물이 있어요? 아휴 그럼 어떻게 해요. 제가 자본 예금 바로 쓸 수가 있는거지.,1.0
13967,취업 확정 시각 하시기면 되시간겠습니다~,0.0
6628, 아휴 그럼 어떻게 해요. 제가 화폐 돈 입금 바로 쓸 수가 있는거지. 느낌이 완전 보이스 보이스피싱 공격 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
12372,서울시내은 4개월 25사건부터 2단계가 진행되었습니다.,0.0
8671,"세트에따라 다릅니다. 2개세트 30,000금액이고 3개 세트에 40,000화폐 단위입니다. ",0.0
6653, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 사용자 ID가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 전화식별번호 알게 되셨죠?,1.0
9575,조건이 맞으시면 계속 보조 됩니다.,0.0
12787,"네, 중복수혜가능성 있음합니다.",0.0
1965,"서울 기술교육원화은 메연도 1개월초-2월간 중순, 7한 달초-8개월 중순 두차례 교육생을 모집합니다",0.0
15587,QR코드를 찍는 물건으로 검토됩니다.,0.0
5428, 다른사람한테 피해주지 마시구요 그러다 벌받아요 무슨소리하시는거죠? 지금 그 은행 은행 계정 제가 신고 해놨거든요?,1.0
1281, 같이 찍어도 되냐고요? 올려놓고? 예 아 예 예.,1.0
4567, 사용하시는 휴대 전화 식별숫자 통신사는 어떻게 되세요? SKT요 본인 명의세요? 예,1.0
15789,지방세 부과 징수처분에 이의가 있는 사례 지방법원에 소송하여 구제받을 수 있는 제도되겠습니다.,0.0
2529, 아 아. 왜냐면 솔직히 이게 보이스사기죄 같기도 하고 20만원 큰 화폐도 아니겠지만 느낌이 이상하네요,1.0
5320,본인의 공동명의 지분을 공동명의자에게 이전하시간면 됩니다.,0.0
8912, 네 사기 범죄 행위치지 마시고요 다른사람한테 피해주지 마시구요 그러다 벌받아요,1.0
2056, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 은행 로그인 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 식별전화번호 알게 되셨죠?,1.0
9472, 고객님 본인명의세요? 예 예 수납 담당자님 입출금 입출금 계좌 식별연락처는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요?,1.0
5622, 느낌이 완전 보이스 사기 공격 이상한게 아니라 지금 자격 요건이 안 되시잖아요 금액을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요,1.0
15907,서울시내 한옥건축자산과 OOO-OOOO-OOOO으로 하시각면 됩니다,0.0
13143,신분증을 스캐닝 한 이미지 파일이 필요함합니다,0.0
3834, 그럼? 됐습니다 그럼 공증을 지금 저희가 해드릴 수 있는 담보물이 있어요? 아휴 그럼 어떻게 해요. 제가 자금 입금하기 바로 쓸 수가 있는거지.,1.0
328, 보낼 수 있어요. 예 보냈거든요 아 예.,1.0
1353, 예 그럼 지금 찍어서 보내주세요 아 아 예 사업등록증하고 주민등록증 다 찍으면 되요? 네?,1.0
2437, 다른거 필요한 건 없나요? 뭐 추가적인 접수는 없으세요 아 뭐 통장 식별전화번호는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠?,1.0
678, 그렇구나... 대리님 네 속임수 행위치지 마시고요,1.0
7936, 네 은행 로그인 계정에 화폐을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
92, 사장님께서 혹시 안쓰시는 입출금 입출금 계좌가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 전화숫자 알게 되셨죠? 아 뭐 혹시 온라인에서 가입하신적은 없으세요? 네 가입한적 없는데요,1.0
7648,"네, 지방 체류형 농업창업보조기관에서 거주하때면서 교육 받으시는 제도입니다.",0.0
10333, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 입출금 은행 계좌가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 숫자 알게 되셨죠?,1.0
5245,전입한 날부터 산정기준일인 7월간1날짜 전까지의 기간이용함실적에 대해서 교통비를 지급하고 있습니다.,0.0
14001,10한 달5사건부터 11날까지 한시적으로 운영재개 하고있어요.,0.0
2486, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 신분 증명서도 접수도 안 해줬는데 그냥 사용자 ID 전화숫자만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
1114,요청한 곳에서 6개월 이내에 찾아가면 됩니다. ,0.0
11227,종로구 가로행정과에 오셔서 직접 자성해 주시각면 됩니다,0.0
11660,네~~출산한 고양이는 중성화 수술이 할 수 있는합니다.,0.0
1046, 음 돈 입금하기 바로 되고요? 그렇죠. 당일로도 가능하시고 다만 위임 처리하실 경우에는 이제 뭐 수수료는 저희가 대신 내드리지만 위임 처리 비용이 따로 발생이 되세요 얼마정도요?,1.0
8689, 네 은행 계정에 자본을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
729, 저희는 그 손님들 게임머니 펀드용으로 사용하는겁니다 아 제가 400에서 600그거 아 그러니까 사장님께서 그 안쓰시는 통장 있으시면 400에서 450까지 선지급 해드리고 고객님께서 해주실수만 있으시면... 혹시 무슨 사이트인지 알수 있을까요?,1.0
5369,"네 유료회원제로 운영중에서이며 이용료는 10,000금액입니다. ",0.0
6649, 아 지금은 좀 연락이 이제 가능하신 건가요? 아네네 대리님 그 남의 돈 드시니까 좋으세요? 네 무슨말씀이시죠? 아..제가 보니까 제게 상환이 다 안되있더라구요,1.0
1202, 다른거 필요한 건 없나요? 뭐 추가적인 접수는 없으세요 아 뭐 통장 번호는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠?,1.0
930,실업급여 수령이 종료되면 등록 신청 할 수 있는합니다. ,0.0
1766, 사용하시는 휴대 전화 전화숫자 통신사는 어떻게 되세요? SKT요 본인 명의세요? 예,1.0
11221,상시 근로자수 10명미만이고 연평균 매출이 각 업종마다 정해놓은 기준 이하여야 보조대상에 관련됨합니다,0.0
2131, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 아이디 한번 부탁 드릴게요 농협이요?,1.0
6691, 아 아. 왜냐면 솔직히 이게 보이스보이스사기 같기도 하고 20만원 큰 돈도 아니겠지만 느낌이 이상하네요,1.0
3725,일반병원에서는 약 2단지원화입니다.,0.0
5338, 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 음성 녹음를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요 음 예금하기 바로 되고요? 그렇죠.,1.0
12913,네 있습니다 하지만 중복으로 후원 받을 수는 없습니다,0.0
16172,"고용유지, 일자리창출이 중요하고, 소상공인도움 사회 안전망 강화,비대면 산업 활성화 보조, 쳑신성장 후원, 청년 투자 그리고이 있습니다.",0.0
11489,문자신고하기와 119가 뜨고 둘도중 하나를 선택해 누르면 바로 신고 할수 있습니다.,0.0
1452,최장 6해까지 거주 실행 가능하십니다.,0.0
9846, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 계정 한번 부탁 드릴게요 농협이요?,1.0
7824,자동차세는 보통 1달에서 6월간까지의 자동차세를 6월간에 다음에불 결제하고 7개월에서 12개월까지의 자동차세를 12개월에 다음에불 지불하고 있습니다.,0.0
2950,마지막으로 필리핀에도 혼인신고하기를 해주셔야 합니다.,0.0
6036,"네 고객님, 파악되면 이야기 주십시오. ",0.0
11624,그것은 인감증명서 내라는 곳에서 정한 일입니다.특히 부동산을 매매하거나 증여하는 그리고 부동산 등기를 위해 등기소에 제출하는  인감증명서 유효기간은 부동산 등기 규칙에 3개월 이내로 명문으로 명시되어 있습니다.,0.0
6343, 아휴 그럼 어떻게 해요. 제가 화폐 자금 입금 바로 쓸 수가 있는거지. 느낌이 완전 보이스 보이스피싱 공격 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
14319,각 구 보건소 온라인 페이지에 게시해놓았으니 인증 바랍니다.,0.0
10690,네 6.5인치로 화면이 커서 어르신들이 활용하기 편리합니다,0.0
7744, 다른거 필요한 건 없나요? 뭐 추가적인 접수는 없으세요 아 뭐 통장 식별연락처는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠?,1.0
7081,출생신고하기를 한 이후 주민등록기관에서 요청한뒤에 서울시내 i해피박스 온라인 페이지에서 희망 물품을 요청하면 됩니다.,0.0
239,네 주소 옮기시기고 다시 발언해주십시오.,0.0
1904, 사용하시는 휴대 전화 식별숫자 통신사는 어떻게 되세요? SKT요 본인 명의세요? 예,1.0
8157, 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요 아 아. 왜냐면 솔직히 이게 보이스속임수 같기도 하고,1.0
52, 변호사 선임해주시고 연락을 주시면은 저희 직원이 파견나간다고요 변호사까지 선임하는 대출을 누가 합니까 그럼? 됐습니다 그럼 공증을 지금 저희가 해드릴 수 있는 담보물이 있어요?,1.0
11189,주소지 관할 읍면동 주민등록중심를 방문함하여 요청 실행 가능하세요,0.0
11146,5개월 16날 부터 카드사 사이트에서 진행되는 온라인 가입 신청은 요일제 해제되었습니다,0.0
5879,"날짜 3회, 10-12시기/13시간-15시간/16시기-18시간로 제한돼있습니다",0.0
1146, 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 계좌 한번 부탁 드릴게요 농협이요? 네 예.,1.0
1586,"네, 5,500단지금액 이하인 경우에 따라는 12% 공제 됩니다.",0.0
15777,주민들세액의 10% (인구 50단지 그 이상 시간 25%)되겠습니다.,0.0
1578,세달이 되는 날이 공휴일에 관련됨되시기면 공휴일 다음날까지 제출하시간면 됩니다.,0.0
7188, 느낌이 완전 보이스 사기 공격 이상한게 아니라 지금 자격 요건이 안 되시잖아요 화폐을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요,1.0
2209, 무슨소리하시는거죠? 지금 그 입출금 은행 계정 제가 신고 해놨거든요? 네 입출금 입출금 계좌에 자본을 다 빼가셨더라고요,1.0
5783, 고객님 연락이 너무 안되셔가지고 지금 아 네 제가 너무 바빠서요 아 지금은 좀 연락이 이제 가능하신 건가요? 아네네 대리님 그 남의 금액 드시니까 좋으세요?,1.0
5961, 수납 담당자님 아이디 전화숫자는 바로 카카오톡으로 보내드릴거구요. 수납 가능하신 시간은 얼마나 걸리세요? 수납요? 예 위임 처리 비용 수납 처리해주신다고 하셨잖아요,1.0
15239,신분증 가져오때면 됩니다. ,0.0
3516,네. 연령제한이 있으니 검토하시간기 바랍니다.,0.0
4138, 아 뭐 통장 식별전화번호는 안 필요한가 그거는 이제 등록하고 뭐 여쭤봐야죠? 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 신분 증명서도 접수도 안 해줬는데 그냥 은행 아이디 식별전화번호만 여쭤보면 뭐합니까?,1.0
2278,분실물 확인하기해드리겠습니다. ,0.0
5263,"네 교통비,점심,시장쿠폰그리고을 고려하면 요금이 비싼건 아니지요",0.0
7033, 아휴 그럼 어떻게 해요. 제가 돈 입금하기 바로 쓸 수가 있는거지. 느낌이 완전 보이스 속임수 이상한게 아니라 지금 자격 요건이 안 되시잖아요,1.0
15788,지방세를 부과 또는 징수에 이의가 있을 상황 감사원장을 통하여 심사청구 받는 제도되겠습니다.,0.0
10892,교육교재와 과재물을 배부하고 내용요약이나 단답형문제가운데 선택하여 제출하면 교육이수를 하게 되는 겁니다,0.0
12588,아뇨 활용하실때마다 바로 캐쉬백 되어서 바로 현금처럼 활용하실 수 있어요. ,0.0
4636,네. 날짜주일초과 소요되며 찾아가기하때거나 등기로 수령이 가능성 있음합니다.,0.0
10605,공고업무이 속한 연도에 오직 18세에서 단지 34세입니다,0.0
377, 위임 처리하시면 당일로도 가능하시고 위임을 하면 어떻게 되요? 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 녹취를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요,1.0
350, 원래는 먼저 넣는 거 아니에요. 근데 위임처리하실 경우에만 먼저 받는 거예요 아 아. 왜냐면 솔직히 이게 보이스보이스속임수 같기도 하고,1.0
5358, 위임 처리하시면 당일로도 가능하시고 위임을 하면 어떻게 되요? 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 통신 녹음를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요,1.0
6516,네 회원가입하때고 공인인증서 가입하셔야 합니다.,0.0
964,"네, 근로소득 증빙이 할 수 있는한 사례 등록 신청 대상입니다. ",0.0
243, 예 예 그리고 신분증 앞 면 2가지 사진 찍어서 카톡으로 좀 보내 주시구요. 카카오톡으로 제가 지금 메세지를 먼저 하나 보내드릴게요.  고객님.,1.0
3035, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 사용자 계정가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 식별식별번호 알게 되셨죠?,1.0
14447,네 그 이상 OOO이었습니다.,0.0
9405,출생날짜로부터 30날짜 이내 보고하셔야 합니다. ,0.0
5841, 예 차후에 변동 안 되세요 예 대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 은행 은행 계정 한번 부탁 드릴게요 농협이요?,1.0
3646, 위임 처리하시면 당일로도 가능하시고 위임을 하면 어떻게 되요? 위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 통신 녹음를 통해서 대출 계약서랑 공증 서류를 작성하고요. 우편으로 등기 발송 처리해드리고요,1.0
1440, 네 다름이 아니구요 사장님께서 혹시 안쓰시는 은행 사용자 ID가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다 아 저는 토토 안하는데 어떻게 제 식별식별번호 알게 되셨죠?,1.0
10381, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 주민등록증도 접수도 안 해줬는데 그냥 은행 은행 계좌 식별식별번호만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
7014, 네 사기죄 불법 행위치지 마시고요 다른사람한테 피해주지 마시구요 그러다 벌받아요,1.0
5626, 지금 다짜고짜 여쭤보면 어떡합니까? 고객님 ID도 접수도 안 해줬는데 그냥 사용자 ID 식별식별번호만 여쭤보면 뭐합니까? 예 절차가 있는 거니까,1.0
6241, 느낌이 완전 보이스 피싱 공격 공격 이상한게 아니라 지금 자격 요건이 안 되시잖아요 자본을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.여보세요 안녕하세요,1.0
3274,네. .여권번호가 있어야 발행 실행 가능합니다.,0.0
3653,체크카드는 5000금액입니다.,0.0
3462, 네 은행 입출금 계좌에 금액을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
11457,"디지털 민주시민 모니터링단을 운영하여 피해자와 수사,고소장 제출 외에 동행하는 찾아가는 지지 동반자 서비스도 함께 합니다.",0.0
2317, 네 은행 계정에 금액을 다 빼가셨더라고요 바로?네 여보세요? 여보세요,1.0
9061,그럼 신고서 제출는 불할 수 있음하십니다. ,0.0
6766,현재 아직 10월간이라 작동하지 않습니다. ,0.0
5775, 무슨소리하시는거죠? 지금 그 입출금 계정 제가 신고 해놨거든요? 네 입출금 은행 계좌에 자본을 다 빼가셨더라고요,1.0
14769,좋은 질문 감사함합니다.,0.0
9150,10대 보유가운데인데 지금 다 대여되었어요. ,0.0
